otel_adi,yorum,hizmet,tarih,puan
Green Bay Resort & Spa Bodrum,"Öncelikle otel genel anlamda geniş ve sakin denizi çok çabuk derinleşiyor ama temiz bir su, çalışanların hepsi cok kibar ve yardımcı fakat böyle bir otele göre odaları kötü maalesef özellikle banyoyu tasarlayan mimar ya da bu işi yapan kimse kendisiyle görüşmek isterim o küçücük banyoyu tasarlarken ve o duşakabın kapılarını seçerken motivasyonunu çok merak ettim kullanışsız bir banyo tasarımı olmuş oda gayet geniş ama maalesef banyo da eksikler fazlaca var en basiti iki kapılı bir banyo yapmislar cam kapıları kapatarak duş almalısınız aksi halde bütün su banyoya gelme ihtimali var kapıları açarsanız da duşakabin için cok büyük oldukları ve saçma bir sekilde kapılar duşakabin icine aciliyor bu arada dışına da degil böyle olduğu için açarken sağa sola çekile çekile açmanız gerekiyor cam kapılardan birinin de kulbu yoktu sonrasında banyoda havlu asmak icin herhangi bir askılık yok tek askılık banyp kapısı arkadı o da cok uzağa kalıyor.yemekleri lezzetliydi ama akşam yemeklerinde özellikle daha farklı çeşit çıkabilir bence biz üç gece kaldık üçünde de ana yemekler aynıydı yanında olanlar farklıydı o seçenekler olmasa da biraz tatsız olurdu onun dışında her şey çok güzeldi son olarakta snack bar bölümü yetersiz çalışanlar kibar ve saygılı ama ne aşçılar ne de garsonlar misafirlere yetişemiyor bir keresinde bir saat yemek bekledik içeçek sipariş ettiğimizde çoğu zaman siparişkeri unutuyolar bu yemekte de geçerli tekrar hatirlatmamiz gerekiyor yoğun olsa da olmasa da maalesef işe odak sorunu var snack bar bölümünde garsonların kafası işte degil ve bu da bence misafirlerin bekleme süresini daha da uzatiyo. Otel şehir merkezine fazlasıyla uzak.","Odalar3,0Hizmet5,0Konum3,0
Otelde öne çıkanlarSessiz
OdalarGayet yeterli büyüklükte ve temiz",Google üzerinde 3 ay önce,3/5
Green Bay Resort & Spa Bodrum,"Otelle ilgili yaşadığımız olumsuz deneyimleri, çözüm odaklı bir muhatap bulamadığımız için buradan paylaşmak durumunda kalıyorum. Tesiste profesyonellikten uzak, yönetim ve hizmet kalitesi açısından son derece yetersiz bir yaklaşım söz konusudur. Yaşadığımız temel sorunlar şunlardır:
Muhatap ve Yönetici Eksikliği: Otelde herhangi bir aksaklık yaşandığında durumu aktarabileceğimiz bir yetkili bulunmuyor. Örneğin; pastane saatlerdir açılmadığı için personele nedenini sorduğumuzda, ""Mutfağı aradık ama cevap alamadık"" şeklinde lakayıt bir yanıt aldık. Bir yöneticiyle görüşmek istediğimizde ise tesiste hiçbir yetkilinin olmadığı söylendi.
Snack Bar ve Personel Vurdumduymazlığı: Snack barda verdiğimiz siparişler ya hiç gelmiyor ya da tamamen yanlış getiriliyor. Durumu personele ilettiğimizde ise çözüm üretmek yerine kaba bir tavırla karşılaşıyoruz. Bir defasında yanlış siparişe itiraz ettiğimizde, personelden ""Hamur bitti, bunu yiyin"" şeklinde profesyonellikten tamamen uzak bir geri dönüş aldık.
Bar ve İçecek Tedariki Sorunu: Barlarda kola, soda gibi en temel ve basit içecekler dahi bulunmuyor. Hangi bara gitsek personelden standart olarak ""Bitti, kalmadı"" yanıtını alıyoruz.
Hijyen ve İlaçlama Yetersizliği: Otelde hiçbir şekilde ilaçlama yapılmadığı çok açık. Her yer böcek ve sinek dolu. Yemek yerken veya odalarda sürekli üzerimizden sinek ve böcek kovalamak zorunda kalıyoruz; hijyen standartları sıfırın altında.
Özetle; Misafir ilişkileri ve problem çözme odaklı yaklaşımın hiç olmadığı, en temel malzemelerin bile bulunmadığı ve hijyen kurallarının hiçe sayıldığı bir işletme. Ödediğimiz paranın karşılığını kesinlikle alamadık ve büyük bir mağduriyet yaşadık. Gerekli aksiyonların alınmasını talep ediyorum.","Odalar2,0Hizmet1,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara",Google üzerinde 2 ay önce,1/5
Green Bay Resort & Spa Bodrum,"2-7 temmuz arasında konakladik blokaji tesise ait oda almıştık aile odalarının olduğu bölümde konakladik oda genel anlamda iyidi günlük temizlik yapıldı ancakmasaların üzerinde yapış yapışlik vardı anlayamadığımız klima ses çıkarıyordu söyledik tamiri yapıldı oda olarak memnun kaldık ancak ciddi birssivrisinek sorunu var yemekler bu otel için bence yetersiz malesef 5 gün boyunca hep aynı şeyleri yedik tavuk - balık ağırlıklı dünya mutfağından hiç birşey yok sadece Türk yemekleripersonellery güler yüzlü yardımcı oldular her konuda animatör ekibinden mehmet bey dışında diğerlerinden pek memnunkkalmadik mini disco hep aynı şarkılar aynı hareketler ablalarda pek sevimli değildi açıkçası kızım ilk gün dışında hiç katılmadı t-shirt boyama var ücreti 1000 tl maliyeti 100 lira bile olmayan bir ürünün bu denli pahalı olmasıni da anlamadık ama çocuk istediğiicin boyadı plajı güzel koy şeklinde dalgasız ama derinlik hızlı artıyor sezlong sayısı yeterli havuzları ayırmışlar +16 yaş çocuk v.s olarak bunux da beğendim biz daha çok plajı kullandik animatör yetersiz eğlendirici etkinlikler malesef az 3 gün şov izledik sadece diğer günler DJ şov vardı keşke insanları da içine alacak etkinlikleryapılsa akşamları sıkıldık açıkçası plajda sürekli su sporlari etkinleri, spa, turlar için gelen arkadaşlar var bu da rahatsızedici yapmak isteyen arkadaş zaten gelir tekrar gelinir mi plajı için evet ama yemek konusunda ciddi gelişmesi gerekiyor","Otelde öne çıkanlarÇocuklar için uygun
Yakındaki etkinliklerDart, voleybol sahne sovlari
Yiyecek ve içeceklerYemekler hep tekrar içecekler alkolsüz kokteyl az",Google üzerinde bir ay önce,4/5
Green Bay Resort & Spa Bodrum,Otelin Kalitesi Yemekleri Personellerin İlgilisi Özellikle Sahildeki Cankurtaran Nurettin Beyin Bugün Bir Kız çocuğunu Kurtarmak için Sarfettiği Azmi Profesyonelliği Gördükten Sonra Sahile Olan Güvenimiz Dahada Arttı Müdürlerine ve Kendisine İlgi Alakasından Dolayı Minnettarız.Teşekkür Ederiz Cankurtaran Bey,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks",Google üzerinde 4 hafta önce,5/5
Green Bay Resort & Spa Bodrum,"Otel yeşille mavinin buluştuğu mükemmel bir konumda.Tesis çam ormanlarıyla çevrili kendine ait tertemiz bir koyda tek kelimeyle harika. Otel çalışanların hepsi çok güler yüzlü ve her an size yardımcı olabilmek için yanınızdalar.İskelede görevli Cankurtaran İçim hanım ve Mert beye de ayrıca teşekkür ederiz. Mini club personeli ve Animasyon ekibi çocuklarla inanılmaz ilgililer. Tüm alanlarında sunulan yiyecek, içecekler ve tatlılar efsane Selahattin Şefe ve tek tek ismini yazamadığimiz tüm ekiple teşekkür ediyorum herşey inanılmaz güzel","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun",Google üzerinde 3 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Merhaba, otelde 2 hafta önce kadar 5 gece 6 gün şeklinde tatilimizi yaptık. Eşim ve 3 yaşında oğlum ile beraber çok güzel vakit geçirdik, Otelin güzelliğini çok uzun yazmak ve anlatmak isterim ancak kısaca özetleyeceğim güzel bir aile oteli yemekleri çeşitliliği gayet güzel A La Carte restoranı ayrıca çok iyiydi denizi güzel çok sakin suyu var turkuaz renk te değil ancak gayet güzel ve içinize sinecek bir deniz çalışanlar gayet anlayışlı ve ilgili çok memnun kaldık yeni favorimiz oldu tekrar görüşmek üzere.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Sessiz · Çocuklar için uygun · Büyük fırsat",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Yemeklerin daha güzel olması gerekli böyle bir otel konseptinde . Spor salonu namına hiç birşey yok . Dambıllar paslı gibi ve 5-6 adet mevcut . Fitness makinaları zaten çalışmıyor . Bu hayal kırıklığı yaşattı.,"Odalar4,0Hizmet5,0Konum4,0",Google üzerinde bir ay önce,4/5
Green Bay Resort & Spa Bodrum,Buraya sadece MASAJ HİZMETİ için yorum yapmaya geldim masaj salonu işletmeni Seda hanım ve yanındaki diğer yabancı uyruklu bayana masaj hakkında danışmak için gittik masaj çeşitlerini anlattılar eşimle benden ayrı ayrı 3 bin tl olmak üzere 6 bin tl ibanlarına attırdılar sıra bulamazsınız çok yoğunuz diye yer ayırdılar güya ❗️ otelden çıkmadan önce masaj yaptırdık Taylandlı iki bayan eşimle bana masaj demeye bir şahit isteyen berbat bir masaj yaptılar. Ağrıyan yerlerimizi daha da ağrıttılar. Sırf taylandlı diye oraya koyulmuş bayanlar beceri sıfır eğitimleri var mı şüpheli 🤦🏻‍♀️ Türkçe yarım yamalak derdini anlatamıyorsun zaten çeviren yok. Kesinlikle paranızı boşa harcamayın meraktan yaptırdık ama dışarda daha kaliteli yerler bulabilirsiniz. SEDA HANIMdan özellikle uzak durun parayı ibana attırına kadar otelde gördüğü yerde peşinizde dolanıyor şezlongunuzda yatarken bile bulabiliyor sizi para ibana geçince yüzünüze bile bakmıyor.,"Odalar4,0Hizmet4,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Sessiz · Büyük fırsat",Google üzerinde bir ay önce,3/5
Green Bay Resort & Spa Bodrum,"Esimle 3 gece konakladik. F/P diyebilirim.
Olumsuz yorumlarim;
Bar personeli anadolunun bagrindan kopmus valizi almis gelmis, mojitoya portakal suyu mu ekleniyor abi diye soruyor gardasim benim.
Aksam yemekleri belki yuz cesit fakat ac kaldik diyebilirim o kadar lezzetsiz, ascinin muhakkak degismesi gerek, yazik gunah o kadar malzemeye.
Plaja yiyecek-icecek servisi yok, kendiniz goturmek istediginizde bile bi afra tafra, kolay para kazanmiyorsaniz, odediginiz para karsiligi 5 yildizli otelde boyle sacma seylerle ugrasmak tatsiz oluyor.
Olumlu yorumlarim;
Kahvalti ve housekeeping guzel.
Snack bar kusursuz degil ama yeterli.
Deniz bulanik olmasina ragmen cok temiz.
+16 adult pool cok keyifli.","Odalar4,0Hizmet4,0Konum5,0
Otelde öne çıkanlarSessiz",Google üzerinde 2 ay önce,4/5
Green Bay Resort & Spa Bodrum,"Otel fiyat performans olarak beklentinin üzerinde bi otel bir çok 5 yıldızlı otelde snack bar Selda servis olmasına rağmen masada sipariş alıp içecek dahil masaya Geliyo gece için hem çocuklar için hem yetişkinler için animasyon ekibi var bodrum merkeze transfer gezi düzenliyorlar ücretsiz bence gerek yok bar clup aktif ve gayet dolu bi otel
Animasyon ekipleri gayet başarılı hizmet ve çalışanlar güleryüzlü ve samimi teşekkürler
Yoruma ilave yapma gereği duydum snack bar 00:30 olmuş masadan sipariş alıyorlar tost / köfte çorba masaya geliyo sıra beklemiyorsun /// bar alkol tarafı 07:00 a kadar açık gerçekten fiyat performans 10 numara","Odalar4,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,Çift olarak gittiğimiz tatilden oldukça memnun kaldık denizi ve plajı temiz. İskeleler ve şezlonglar misafire göre yeterli sayıda fazla. Odalar güzel biz bahçeli odada konakladık çok keyifliydi. Yemekler çeşitli ve lezzetli fakat tatlı … Devamı,,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Genel olarak fiyat performans oteli 3 gece konakladık sinek ve uçan böcekler hariç bir sıkıntı yaşamadık odalara SİNEKLİK takılması şart. Otel yöneticilerinin personeli müşterilerin önünde sert biçimde uyardığına bir çok kez şahit olduk … Devamı,,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Çalışanlar çok ilgiliydi, animasyondan görkem bey çok ilgiliydi, restarurant ve bar çalışanları da çok iyiydi özel olarak ilgilendiler bizimle.
Animasyon aktivitelerinde dolu dolu eğlenebilirsiniz. Ailenizle keyifle vakit … Devamı",,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"4 gece 5 gün boyunca kız kıza konakladık, güzel güvenilir bir otel. Yağız bey ve Mahmut bey ana restoran bölümünde çok yardımcı oldular, hizmet kusursuzdu, güler yüzlü ve güzel karşıladılar. Diğer bölümlerde çalışan rojda hanım ve Zeynep … Devamı",,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Otelin konumu gerçekten iyi yemekleri gayet güzel ancak sineklerden geçilmiyor. İlaçlama yapılıyor ama faydası yok amfi tiyatroda oturamazsiniz bile akşamları denizde bir balık kokusu var ileride balık çiftliklerinin olduğu söylendi … Devamı,,Google üzerinde 2 ay önce,3/5
Green Bay Resort & Spa Bodrum,"Konum, deniz ve hizmet konusunda oldukça başarılı bir otel. Çalışanlar güler yüzlü ve ellerinden geldiğince yardımcı olmaya çalışıyorlar. 3 tane havuz var; biri yetişkinler, biri çocuklar için ve diğerini de hem yetişkin hem çocuklar … Devamı",,Google üzerinde 2 ay önce,4/5
Green Bay Resort & Spa Bodrum,Kurban bayramında konakladık bu nedenle otel kalabalıktı bu kalabalığı göz önüne alırsak genel olarak otelden memnun kaldık. … Devamı,,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,15 Haziran 20 Haziran arası torunumuzla birlikte konakladık rezervasyonumuzu ets'den yaptırmıştık ets'den bize verilen bilgi torunumuzun soyadının değişik olduğu için muvafakatname almamızdı fakat otelde rezervasyonumuzu yapan arkadaş … Devamı,,Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,Bu zamana kadar gittiğimiz en kötü denizdi göle benzer bulanık ve pis bir görüntüsü var cam gibi denize gitmek isteyenler asla öyle bir yer değil garsonlar birden Fazla yerde oldukları için çok yorgun ve bitkinler personel mutsuz ve sezon … Devamı,,Google üzerinde bir ay önce,2/5
Green Bay Resort & Spa Bodrum,"Kurban bayramında gitmiştik. Güzel sessiz bir koyda, manzarası doğası harika, bu da beni rahatsız ediyor diyebileceğimiz hiçbir yapı yok, binalar doğayla bir bütün olmuş. Personel her ihtiyacımız karşıladı. Sorun yoktu. Yemekler gayet … Devamı",,Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Çift olarak gittiğimiz tatilden oldukça memnun kaldık denizi ve plajı temiz. İskeleler ve şezlonglar misafire göre yeterli sayıda fazla. Odalar güzel biz bahçeli odada konakladık çok keyifliydi. Yemekler çeşitli ve lezzetli fakat tatlı çeşitleri belki gözden geçirilebilir. Gün boyunca yapılan etkinlikler çok eğlenceli. Misafir karşılama ve personel ilgisi çok güzeldi özellikle animasyon ekibinden Aytekin ve Kerim Beye teşekkürlerimizi iletiyoruz. Tekrar görüşmek dileğiyle.,"Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Genel olarak fiyat performans oteli 3 gece konakladık sinek ve uçan böcekler hariç bir sıkıntı yaşamadık odalara SİNEKLİK takılması şart. Otel yöneticilerinin personeli müşterilerin önünde sert biçimde uyardığına bir çok kez şahit olduk tabiki personelin eksikleri olabilir çok genç ve tecrübesiz arkadaşlardan oluşan bir ekip var, yöneticilerin biraz sağduyulu olmasını öneririm.Restoran kısımında kırmızı et ve balık kalitesi düşüktü maalesef, otelde çok sayıda etkinlik mevcut Animasyon ekibinden Görkem bey ve odamızı temizliğini yapan Yasemin Aydoğdu ablamızada teşekkür ediyoruz.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Büyük fırsat
OdalarTemiz
Güvenlikİyi
Yürüme olanaklarıGeniş olmamakla beraber imkanlar mevcut
Yiyecek ve içeceklerDaha lezzetli olabilirdi
Önemli ayrıntılarSineklik şart",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Çalışanlar çok ilgiliydi, animasyondan görkem bey çok ilgiliydi, restarurant ve bar çalışanları da çok iyiydi özel olarak ilgilendiler bizimle.
Animasyon aktivitelerinde dolu dolu eğlenebilirsiniz. Ailenizle keyifle vakit geçirebileceğiniz arkaraş edinebileceğiniz samimi bir ortam oluşuyor.
Odalarda olan eksikler ise; banyoda duşakanbinde derz araları çok iyi değildi, duşakabinden sürekli su kaçırıyordu, banyo kişisel ürünleri eksikti resepsiyonu arayıp istedik.","Odalar2,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"4 gece 5 gün boyunca kız kıza konakladık, güzel güvenilir bir otel. Yağız bey ve Mahmut bey ana restoran bölümünde çok yardımcı oldular, hizmet kusursuzdu, güler yüzlü ve güzel karşıladılar. Diğer bölümlerde çalışan rojda hanım ve Zeynep hanıma da ayrıca teşekkür etmek istiyorum, otel de konaklama süremiz boyunca tatilimizi güzel kılan diğer bir etken oldular, çok yardımcı oldular.
Genel olarak tam bir aile oteli.","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Otelin konumu gerçekten iyi yemekleri gayet güzel ancak sineklerden geçilmiyor. İlaçlama yapılıyor ama faydası yok amfi tiyatroda oturamazsiniz bile akşamları denizde bir balık kokusu var ileride balık çiftliklerinin olduğu söylendi atıkları geliyor olabilir deniz 4 metreden sonra bulanık odalardaki banyolar çok küçük çocuklarınizi yıkamak için çok zorlanabilirsiniz. Yemek çeşitliliği çok az her gün aynı yemekler akşamları animasyon neredeyse yok gibi,"Odalar3,0Hizmet4,0Konum4,0
Otelde öne çıkanlarMuhteşem manzara
Yürüme olanaklarıHer yer uzak",Google üzerinde 2 ay önce,3/5
Green Bay Resort & Spa Bodrum,"Konum, deniz ve hizmet konusunda oldukça başarılı bir otel. Çalışanlar güler yüzlü ve ellerinden geldiğince yardımcı olmaya çalışıyorlar. 3 tane havuz var; biri yetişkinler, biri çocuklar için ve diğerini de hem yetişkin hem çocuklar birlikte kullanabiliyorlar. Bu açıdan gayet iyi çünkü herkes konseptine uygun havuz kullanıyor. Yemekler çok lezzetli olmasa da aç bırakmayacak cinsten. Çeşitlilik var ama neredeyse her gün aynı yemekler vardı. İçkileri harikaydı. Bizi rahatsız eden tek şey; çok fazla sinek olması ve odalarda sineklik olmamasıydı. Hem sivrisinek çok fazlaydı hem de sineğe benzeyen ufak uçan böceklerden vardı bir sürü. Odada sineklik olmadığı için odada malesef ki bu uçan böceklerden vardı. Bunun dışında her şey gayet güzeldi, bir daha gelmeyi düşüneceğiz.","Odalar3,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,4/5
Green Bay Resort & Spa Bodrum,"Kurban bayramında konakladık bu nedenle otel kalabalıktı bu kalabalığı göz önüne alırsak genel olarak otelden memnun kaldık.
Eğlence olarak güzeldi.
Yemekler yenilebilir düzeyde balık tavuk hindi et sürekli var.
Denizi dalgasız ama bulanık. Şu iskeleden bizde yer tutalım derseniz 6:30 da kalkmalısınız :)
Odalar biraz küçük
Resepsiyondan talep ettiğimiz problemlerimiz kısa süre çözüldü.
Orman içinde olduğu için sinekler var.
Kaydırak olmayan havuzdaki kırmızı çizgili yerden bara yakın taraftan havuza girerken düşüyor gibi oluyorsunuz orası çok anlamsız.","Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarÇocuklar için uygun",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,15 Haziran 20 Haziran arası torunumuzla birlikte konakladık rezervasyonumuzu ets'den yaptırmıştık ets'den bize verilen bilgi torunumuzun soyadının değişik olduğu için muvafakatname almamızdı fakat otelde rezervasyonumuzu yapan arkadaş hiçbir şekilde bize muvafakatname sormadı biz bu konuyu yöneticilere dile getirdik arkadaşın yeni başladığını söylediler ben de buna itiraz ettim bana verdikleri cevap İnsan bir çocuğu kaçırsa tatile mi getirir oldu Evet gayet güzel bir cevaptı biz 1400 lira muvafakatname parası verdik bunu istediğimizde de suçu ETS Tura attılar konuyu fazla uzatmadık daha dikkatli olmalarını diliyorum Bodrum'a gelmeden başka iki otelde daha konakladık ve muvafakatnameyi bize sordular bilginiz olsun diye yazıyorum yemekler süper her İnsanın yiyebileceği şekilde yemekler var hem vejeteryan olsun hem et türü olsun her gün balık köfte tavuk eti hindi etti zaten çıktı her şey düzenli ve temizdi aşçı başlarına çok teşekkür ediyorum,"Otelde öne çıkanlarÇocuklar için uygun · Büyük fırsat
OdalarBiz giriş katındaki odalarda kaldık diğer kişilerin yazdığı yorumlarla da söylemişlerdi Odalar Rutubet kokuyor ama Yemekhaneye ve denize yakındı
Yakındaki etkinliklerOtelin içinde çeşitli etkinlikler var yoldan bayağı içeride 4 kilometre falan gidiyorsunuz Ondan sonra zaten Doktorlar Sitesi var yani Ayrıca etkinliğe İhtiyaç duymuyorsunuz Ayrıca çocuklar gidenlere çok güzel bir yer hem Aquapark Hem çocuk kulübü Akşamları yapılan eğlenceler çok güzeldi
Güvenlik, araba girişi yaptığımız kapıdan zaten rezervasyonumuzu kontrol edip öyle içeri alıyorlar teşekkür ederim
Yiyecek ve içeceklerSabahtan akşama kadar değişik yerlerde yiyecek içecek isteyen Pizza isteyen Waffle isteyen hamburger içecekler zaten ücretsiz gece yatana kadar
Önemli ayrıntılarElektrikli araç şarj aleti var gelenler rahatlıkla gelebilir fakat biri bozuktu yaptıracaklarını söylediler şarjını bitiren araçta Eğer uyarılmazsa arabasını oradan çekmiyor",Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,Bu zamana kadar gittiğimiz en kötü denizdi göle benzer bulanık ve pis bir görüntüsü var cam gibi denize gitmek isteyenler asla öyle bir yer değil garsonlar birden Fazla yerde oldukları için çok yorgun ve bitkinler personel mutsuz ve sezon sonu bile değil temmuzun ortasında bu kadar yorgun olmaları bizi üzdü güler yüzü falan geçtik artık iyileştirme yapılması gerekiyor personel eksikliği bariz belli bu kadar kalabalık bir zamanda beklentimizin altında kalan bir otel oldu maalesef yemeklerin üstünde sürekli sinek uçuştu,"Odalar2,0Hizmet2,0Konum2,0",Google üzerinde bir ay önce,2/5
Green Bay Resort & Spa Bodrum,"Kurban bayramında gitmiştik. Güzel sessiz bir koyda, manzarası doğası harika, bu da beni rahatsız ediyor diyebileceğimiz hiçbir yapı yok, binalar doğayla bir bütün olmuş. Personel her ihtiyacımız karşıladı. Sorun yoktu. Yemekler gayet güzel, çok olunca lezzet gitmemiş. Aile oteli, çocuksuz aile yok gibiydi. Neredeyse hergün dört, beş aktivite vardı.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Sessiz · Çocuklar için uygun",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Otelin müşterilerini aramaması olumsuz, odaların küçük ve saklama alanın dar olması olumsuz, balkon kapılarında sineklik olmaması olumsuz ( sivri çok), üstü yarı kapalı otopark olmaması olumsuz, odalarda ekstra yastık ve battaniye koymamaları olumsuz, yemekleri, içecekleri etkinlikleri olumlu görünüyor benim için. Sinek konusunda eksiklik var her yer küçük sinekler var. Denizi kum gibi ama taşlık, serinlemek için dondurma almak yemekten yemeğe beklemek zorundasınız, personeller çok iyi ama bayram doluluğuna yetişemediler eksiklik vardı, Elektrikli araçlar için şarj yeri var 22 kw’lık, bar konusunda iyiler her noktada bar var, yemek konusunda fena değil, herşey çok hızlı tükeniyor. Bazı olumsuzlukları var fakat genele baktığınızda f/p diyebiliriz.","Odalar3,0Hizmet4,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Romantik · Sessiz · Çocuklar için uygun",Google üzerinde 2 ay önce düzenlendi,4/5
Green Bay Resort & Spa Bodrum,"Konum olarak mükemmel, otel hizmet kalitesi, yemekleri gayet tatmin edici, hizmet veren arkadaşlar işinin hakkını vererek canla başla çalışıyorlar,hep güleryüzlü ve pozitifler, Yağız beye özellikle teşekkür etmek istiyorum, vardiyasının olduğu yemek saatlerinde gösterdiği ilgi alaka bizleri çok memnun etti.Kısacası güzel ve huzurlu bir tatil için geldik, bize iyi geldi,kesinlikle tavsiye ederim.","Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun · Büyük fırsat",Google üzerinde 2 ay önce,4/5
Green Bay Resort & Spa Bodrum,"Çok memnun kaldık, her şey çok iyiydi, animatörler hem çocukları hem yetişkinleri ayrı ayrı eğlendirme konusunda çok başarılılardı. Görkem bey’e ilgisi için çok teşekkür ederiz. Yemekler de ayrıca güzeldi. Her şey için çok teşekkür ederiz, bizim ikinci gelişimiz ama son olmayacak..","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarLüks · Muhteşem manzara · Romantik · Çocuklar için uygun · Büyük fırsat",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,Otelin konumu bodrum merkeze 40 dakika uzaklıkta karşınız full yeşil deniz mavi kum temiz . Konum olarak otel 💯 tamamen kompact bir yapı her şey az ve öz . Aquası eğlencesi her şey dozunda . Fiyat performans mükemmel 🤩 12 yaş oğlumda mutlu 60 yaş üzeri annem ve babamda mutlu daha ne olsun . Beach orada kokteyl yapan bir barmen var . Önünde sıra olup bekliyorsunuz ama sıra size geldiğinde öyle güleryüzle karşılıyor ki beklediğime deydi oluyursubuz ☺️,"Odalar4,0Hizmet5,0Konum5,0",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,"Müthiş bir deneyim yaşadık. Otelin büyüklüğü, havuzların fazlalığı ve özellikle çocuklu aileler için çok iyi. Animasyon gösterileri ile çok eğlendik. Güler yüzlü ve çok iyi hizmet veren tüm personele çok teşekkür ediyorum. İyi bir tatil geçirmek isteyen herkese şiddetle oneriyorum","Odalar5,0Hizmet5,0Konum5,0",Google üzerinde bir ay önce,5/5
Green Bay Resort & Spa Bodrum,"Otelin konumu ve manzarası çok güzeldi. Çocuklu aileler için tercih sebebi.
Yoğunluğa rağmen çalışanların çoğu güleryüzlüydü. Otel yöneticisi sürekli ilgili ve alandaydı. Olumsuz yönleri düzeltmeye yönelik yapıcı bir insandı.
İlk otel odasına girdiğimizde tuvaletle ilgili bir sıkıntı yaşadık. Arayıp söylediğimiz de hemen gelip sıfır klozet kapağı taktılar. Odalar her gün temizlendi. Çarşaflar, havlular tertemizdi.
Olumsuz olarak yemekleri söyleyebilirim. Mükemmel değildi ama bir şekilde karnımızı doyuracak birşeyler bulduk.
Eğlence kısmı ile ilgili bir akşam İskender paydaş geldi o akşam muhteşemdi. Diğer akşamlarda idare ederdi. Akşam disko kısmı daha oturmamıştı.
Çocuklara yapılan organizasyonlar güzeldi. Sadece bir akşam şekilli balon gösterisinde bir kargaşa oldu. O da misafirlerden kaynaklı. Bir çocuk 3 balon alırken bazıları hiç alamadı. Ama onu da normal balonlarla çözdüler.
Kısacası fiyat performans bence gayet yeterliydi. Çok keyif aldım. Ruhum dinlendi. Aşırı kalabalık değildi.","Odalar5,0Hizmet5,0Konum5,0
Otelde öne çıkanlarMuhteşem manzara · Çocuklar için uygun",Google üzerinde 2 ay önce,5/5
Green Bay Resort & Spa Bodrum,3 gece dört gün konaklama fırsatımızda gerçekten çok güzel ilgilendiler çalışanlar tüm yoğunluğa rağmen her konuda yardımcı olmaya çalışıyorlar hepsine çok teşekkür ederim temizlik konusu briwz daha iyi olabilirdi yiyecekler çeşitli ve lezzetliydi denizi çok güzel durgundu çocuğumuzla çok keyifli bir tatil geçirdik animasyonları ortaydı tüm green bay ekibine teşekkürlerimizi iletiyorum ♥️♥️,"Odalar4,0Hizmet5,0Konum5,0
Otelde öne çıkanlarÇocuklar için uygun
OdalarOdalar küçük fakat yeterli
Yakındaki etkinliklerBilgim yok
GüvenlikOrta
Yürüme olanaklarıİdare eder
Yiyecek ve içeceklerGüzel
Önemli ayrıntılarÇocuk havuzda 2 satlik ara var çocugumuz havuza bakıp ağladı iyi yönleri de var denizi güze",Google üzerinde 2 ay önce,4/5
